ID,Severity,Start_Time,Start_Lat,Start_Lng,City,State,Weather_Condition,Temperature(F),Visibility(mi),Junction,Traffic_Signal,Hour,Day_of_Week
A-647,2,2016-03-03 18:59:23,40.41233,-80.07815,Carnegie,PA,Light Snow,33.1,2.0,False,False,18,Thursday
A-648,2,2016-03-03 19:04:05,39.7504,-84.20561,Dayton,OH,Light Snow,32.0,3.0,False,False,19,Thursday
A-649,3,2016-03-03 23:01:13,39.08272,-84.52264,Covington,KY,Overcast,33.1,7.0,False,False,23,Thursday
A-650,4,2016-03-04 00:48:56,39.781457,-85.839651,Greenfield,IN,Overcast,35.6,3.0,False,False,0,Friday
A-651,4,2016-03-04 00:48:56,39.781457,-85.839651,Greenfield,IN,Overcast,35.6,3.0,False,False,0,Friday
A-652,2,2016-03-04 05:41:45,41.06076,-81.45923,Akron,OH,Light Snow,28.9,2.5,False,False,5,Friday
A-653,4,2016-03-04 05:57:38,39.688148,-83.88431,Xenia,OH,Overcast,33.4,6.0,False,False,5,Friday
A-654,4,2016-03-04 05:57:38,39.693164,-83.882745,Xenia,OH,Overcast,33.4,6.0,False,False,5,Friday
A-655,2,2016-03-04 06:44:13,39.9488,-83.02845,Columbus,OH,Light Snow,31.6,2.5,False,False,6,Friday
A-656,3,2016-03-04 06:50:23,41.11584000000001,-81.61428000000002,Akron,OH,Overcast,26.6,3.0,True,False,6,Friday
A-657,2,2016-03-04 06:59:47,39.797697,-84.189677,Dayton,OH,Overcast,30.9,2.5,False,False,6,Friday
A-658,3,2016-03-04 07:24:07,39.20326,-85.95763000000002,Columbus,IN,Overcast,30.2,7.0,True,False,7,Friday
A-659,2,2016-03-04 07:39:07,39.24464,-84.44835,Cincinnati,OH,Overcast,36.0,10.0,False,False,7,Friday
A-660,2,2016-03-04 07:36:38,39.73733,-84.25733000000002,Dayton,OH,Overcast,30.0,4.0,False,False,7,Friday
A-661,3,2016-03-04 07:47:26,39.969853,-85.972976,Fishers,IN,Overcast,28.4,7.0,False,False,7,Friday
A-662,2,2016-03-04 07:57:08,41.11889,-81.65406999999998,Akron,OH,Overcast,30.0,3.0,False,False,7,Friday
A-663,2,2016-03-04 08:17:55,39.13219,-84.49464,Cincinnati,OH,Overcast,36.0,10.0,False,False,8,Friday
A-664,2,2016-03-04 08:42:25,41.458,-83.62201999999998,Bowling Green,OH,Light Snow,28.9,3.0,False,False,8,Friday
A-665,2,2016-03-04 08:52:07,40.09268,-83.03726,Columbus,OH,Overcast,32.0,6.0,False,False,8,Friday
A-666,4,2016-03-04 09:25:21,40.066965,-83.289888,Plain City,OH,Overcast,32.0,4.0,False,False,9,Friday
A-667,4,2016-03-04 09:25:21,40.045608,-83.29660799999998,Plain City,OH,Overcast,32.0,4.0,False,False,9,Friday
A-668,3,2016-03-04 10:11:41,39.97307,-82.98405,Columbus,OH,Overcast,32.0,9.0,False,False,10,Friday
A-669,4,2016-03-04 10:15:10,39.98248,-85.123922,Economy,IN,Overcast,30.0,1.5,False,False,10,Friday
A-670,4,2016-03-04 10:15:10,39.981095,-85.11027299999998,Economy,IN,Overcast,30.0,1.5,False,False,10,Friday
A-671,2,2016-03-04 11:31:38,40.43021,-80.02554,Pittsburgh,PA,Overcast,34.0,10.0,False,False,11,Friday
A-672,2,2016-03-04 11:31:38,40.43219000000001,-80.02781999999998,Pittsburgh,PA,Overcast,34.0,10.0,True,False,11,Friday
A-673,3,2016-03-04 11:34:05,39.976567,-83.128639,Columbus,OH,Overcast,33.8,7.0,False,False,11,Friday
A-674,4,2016-03-04 12:07:43,41.256658,-85.363439,Churubusco,IN,Clear,32.0,10.0,False,False,12,Friday
A-675,2,2016-03-04 12:12:41,41.37499,-83.61635,Bowling Green,OH,Overcast,30.9,10.0,False,False,12,Friday
A-676,4,2016-03-04 12:07:43,41.252653,-85.347328,Churubusco,IN,Clear,32.0,10.0,False,False,12,Friday
A-677,2,2016-03-04 12:19:57,39.93658,-83.00941999999998,Columbus,OH,Overcast,33.8,7.0,False,False,12,Friday
A-678,3,2016-03-04 12:19:57,39.14014,-84.53495,Cincinnati,OH,Haze,36.0,6.0,False,False,12,Friday
A-679,3,2016-03-04 13:25:11,40.153014,-82.970316,Columbus,OH,Overcast,34.0,10.0,False,False,13,Friday
A-680,2,2016-03-04 16:25:40,39.90524,-82.89541,Columbus,OH,Overcast,33.8,10.0,False,False,16,Friday
A-681,2,2016-03-04 17:35:22,39.13219,-84.49464,Cincinnati,OH,Overcast,36.0,10.0,False,False,17,Friday
A-682,4,2016-03-05 01:43:26,40.42581,-80.4294,Burgettstown,PA,Overcast,30.0,10.0,False,False,1,Saturday
A-683,4,2016-03-05 03:22:18,41.08789,-83.65977,Findlay,OH,Overcast,30.0,9.0,False,False,3,Saturday
A-684,4,2016-03-05 04:08:42,39.9488,-83.02845,Columbus,OH,Scattered Clouds,31.8,7.0,False,False,4,Saturday
A-685,2,2016-03-05 10:35:19,41.47585,-81.87980999999998,Westlake,OH,Overcast,34.0,10.0,False,False,10,Saturday
A-686,3,2016-03-05 15:22:38,39.1079,-84.50284,Cincinnati,OH,Overcast,39.9,6.0,True,False,15,Saturday
A-687,4,2016-03-05 16:28:41,38.340803,-81.680728,Charleston,WV,Rain,41.0,4.0,False,False,16,Saturday
A-688,2,2016-03-06 19:43:00,40.96473,-85.28862,Roanoke,IN,Overcast,44.1,10.0,False,False,19,Sunday
A-689,4,2016-03-06 22:40:22,38.441,-82.12679,Milton,WV,Clear,39.0,10.0,False,False,22,Sunday
A-690,4,2016-03-06 23:18:37,38.4413,-82.01529000000002,Hurricane,WV,Clear,34.0,8.0,False,False,23,Sunday
A-691,4,2016-03-06 23:18:37,38.441,-82.12679,Milton,WV,Clear,39.0,10.0,False,False,23,Sunday
A-692,4,2016-03-07 04:57:25,38.18977,-83.48379,Morehead,KY,Clear,44.6,10.0,True,False,4,Monday
A-693,2,2016-03-07 05:30:40,41.194131,-80.201982,Mercer,PA,Partly Cloudy,32.0,10.0,False,False,5,Monday
A-694,3,2016-03-07 06:50:05,40.09601,-83.13626,Dublin,OH,Clear,39.0,10.0,False,False,6,Monday
A-695,2,2016-03-07 07:14:53,41.23632,-83.65401999999997,North Baltimore,OH,Partly Cloudy,42.1,10.0,False,False,7,Monday
A-696,2,2016-03-07 07:25:42,38.1737,-84.81473000000003,Frankfort,KY,Clear,48.0,10.0,False,False,7,Monday
A-697,2,2016-03-07 07:58:39,38.19016,-85.7616,Louisville,KY,Overcast,53.1,10.0,False,False,7,Monday
A-698,2,2016-03-07 09:19:37,39.25249,-84.36493,Cincinnati,OH,Partly Cloudy,45.0,10.0,False,False,9,Monday
A-699,4,2016-03-07 09:52:41,39.137217,-84.04718299999998,Williamsburg,OH,Clear,53.4,10.0,False,False,9,Monday
A-700,4,2016-03-07 09:52:41,39.141454,-84.016543,Williamsburg,OH,Clear,53.4,10.0,False,False,9,Monday
A-701,3,2016-03-07 11:58:26,38.344424,-81.613662,Charleston,WV,Mostly Cloudy,61.0,10.0,True,False,11,Monday
A-702,2,2016-03-07 12:24:40,41.93113,-83.35857,Monroe,MI,Clear,58.3,10.0,False,False,12,Monday
A-703,3,2016-03-07 12:45:57,40.89268,-84.61808,Van Wert,OH,Overcast,55.0,10.0,False,False,12,Monday
A-704,2,2016-03-07 13:34:43,40.46013,-80.19126,Coraopolis,PA,Mostly Cloudy,64.9,10.0,False,False,13,Monday
A-705,2,2016-03-07 13:56:17,41.119342,-80.698025,Youngstown,OH,Overcast,60.1,10.0,False,False,13,Monday
A-706,2,2016-03-07 13:56:17,41.117872,-80.693898,Youngstown,OH,Overcast,60.1,10.0,False,False,13,Monday
A-707,2,2016-03-07 14:48:16,39.15267,-84.5395,Cincinnati,OH,Clear,63.0,10.0,False,False,14,Monday
A-708,2,2016-03-07 15:45:55,38.27362,-85.80906,Louisville,KY,Overcast,66.9,10.0,False,False,15,Monday
A-709,2,2016-03-07 16:02:10,41.458,-83.62201999999998,Bowling Green,OH,Overcast,59.0,10.0,False,False,16,Monday
A-710,4,2016-03-07 16:08:24,39.35655,-84.26419,Mason,OH,Mostly Cloudy,63.0,10.0,False,False,16,Monday
A-711,2,2016-03-07 16:05:52,38.4062,-81.54054000000002,Charleston,WV,Mostly Cloudy,68.0,10.0,False,False,16,Monday
A-712,2,2016-03-07 16:14:39,41.02525900000001,-81.5042,Akron,OH,Mostly Cloudy,64.0,10.0,False,False,16,Monday
A-713,2,2016-03-07 16:12:10,38.27362,-85.80906,Louisville,KY,Overcast,66.9,10.0,False,False,16,Monday
A-714,2,2016-03-07 17:52:44,38.11969000000001,-85.77235,Fairdale,KY,Overcast,66.0,10.0,False,False,17,Monday
A-715,2,2016-03-07 19:51:06,38.275406,-85.81314300000003,Louisville,KY,Overcast,62.1,10.0,False,False,19,Monday
A-716,2,2016-03-07 20:58:24,38.27508,-85.81517099999998,Louisville,KY,Overcast,64.0,10.0,False,False,20,Monday
A-717,2,2016-03-08 05:09:26,41.39769,-81.939,North Olmsted,OH,Mostly Cloudy,54.0,10.0,True,False,5,Tuesday
A-718,2,2016-03-08 06:23:37,39.46513,-80.13559000000002,Fairmont,WV,Scattered Clouds,41.0,10.0,False,False,6,Tuesday
A-719,2,2016-03-08 06:26:06,38.217994,-81.426024,Cedar Grove,WV,Mostly Cloudy,45.0,10.0,False,False,6,Tuesday
A-720,3,2016-03-08 06:26:43,38.215401,-81.42437199999998,Cedar Grove,WV,Mostly Cloudy,45.0,10.0,False,False,6,Tuesday
A-721,2,2016-03-08 08:07:57,39.042851,-84.612615,Erlanger,KY,Mostly Cloudy,57.9,10.0,False,False,8,Tuesday
A-722,3,2016-03-08 08:34:28,38.26109,-85.73695,Louisville,KY,Clear,61.0,10.0,False,False,8,Tuesday
A-723,2,2016-03-08 08:55:43,39.05654000000001,-84.54283000000002,Covington,KY,Clear,57.9,10.0,False,False,8,Tuesday
A-724,4,2016-03-08 09:01:59,41.840758,-84.361657,Hudson,MI,Overcast,51.1,10.0,False,False,9,Tuesday
A-725,4,2016-03-08 09:01:59,41.841123,-84.361652,Hudson,MI,Overcast,51.1,10.0,False,False,9,Tuesday
A-726,2,2016-03-08 10:56:17,41.63316,-83.54203000000003,Toledo,OH,Overcast,60.1,10.0,False,False,10,Tuesday
A-727,2,2016-03-08 12:52:47,40.02874,-81.04368000000002,Belmont,OH,Overcast,66.0,10.0,False,False,12,Tuesday
A-728,3,2016-03-08 13:52:39,41.43891,-81.80258,Cleveland,OH,Mostly Cloudy,70.0,10.0,False,False,13,Tuesday
A-729,2,2016-03-08 13:58:57,41.0811,-81.50348000000002,Akron,OH,Partly Cloudy,71.1,10.0,True,False,13,Tuesday
A-730,2,2016-03-08 14:44:05,38.35575,-81.65420999999998,Charleston,WV,Scattered Clouds,73.9,10.0,True,False,14,Tuesday
A-731,2,2016-03-08 15:35:08,39.94585,-82.94293,Columbus,OH,Mostly Cloudy,72.0,10.0,False,False,15,Tuesday
A-732,2,2016-03-08 15:52:44,41.69017,-83.5181,Toledo,OH,Scattered Clouds,71.1,10.0,False,False,15,Tuesday
A-733,2,2016-03-08 16:33:40,40.11212,-83.03905999999998,Columbus,OH,Clear,71.1,10.0,False,False,16,Tuesday
A-734,3,2016-03-08 17:02:53,41.50259000000001,-81.66974,Cleveland,OH,Clear,73.9,10.0,True,False,17,Tuesday
A-735,2,2016-03-08 17:22:41,39.989994,-83.02512,Columbus,OH,Mostly Cloudy,70.0,10.0,False,False,17,Tuesday
A-736,2,2016-03-08 17:38:48,41.480458,-81.692932,Cleveland,OH,Clear,71.1,10.0,False,False,17,Tuesday
A-737,3,2016-03-08 18:09:45,39.22461,-84.45364000000002,Cincinnati,OH,Clear,71.1,10.0,False,False,18,Tuesday
A-738,2,2016-03-08 18:09:45,40.04376,-82.99708000000003,Columbus,OH,Mostly Cloudy,70.0,10.0,False,False,18,Tuesday
A-739,2,2016-03-08 18:17:00,39.93621,-82.88318000000002,Columbus,OH,Mostly Cloudy,70.0,10.0,False,False,18,Tuesday
A-740,4,2016-03-08 18:34:30,39.167788,-82.524172,Hamden,OH,Clear,68.2,10.0,False,False,18,Tuesday
A-741,4,2016-03-08 18:34:30,39.20655,-82.48212,Hamden,OH,Clear,68.2,10.0,False,False,18,Tuesday
A-742,2,2016-03-09 05:03:17,41.36576,-81.51602,Bedford,OH,Clear,63.0,10.0,False,False,5,Wednesday
A-743,4,2016-03-09 05:52:54,39.977322,-81.183327,Barnesville,OH,Clear,55.9,10.0,False,False,5,Wednesday
A-744,4,2016-03-09 05:52:54,39.961933,-81.175436,Barnesville,OH,Clear,55.9,10.0,False,False,5,Wednesday
A-745,2,2016-03-09 06:18:29,39.68292,-84.23004,Dayton,OH,Clear,55.9,10.0,False,False,6,Wednesday
A-746,2,2016-03-09 07:24:16,40.02664,-82.9944,Columbus,OH,Mostly Cloudy,54.0,10.0,False,False,7,Wednesday
A-747,4,2016-03-09 07:47:15,38.583372,-81.994824,Buffalo,WV,Fair,52.0,10.0,False,False,7,Wednesday
A-748,4,2016-03-09 07:47:15,38.58119600000001,-82.004356,Fraziers Bottom,WV,Fair,52.0,10.0,False,False,7,Wednesday
A-749,3,2016-03-09 07:48:31,40.07297,-83.1347,Dublin,OH,Clear,57.0,10.0,False,False,7,Wednesday
A-750,2,2016-03-09 07:49:48,41.58689,-83.56234,Perrysburg,OH,Clear,59.0,10.0,False,False,7,Wednesday
A-751,4,2016-03-09 08:28:41,38.31714,-85.57677,Louisville,KY,Clear,66.0,10.0,False,False,8,Wednesday
A-752,2,2016-03-09 08:47:54,40.07297,-83.1347,Dublin,OH,Clear,63.0,10.0,False,False,8,Wednesday
A-753,3,2016-03-09 08:55:10,39.07202,-84.51907,Covington,KY,Clear,55.9,10.0,False,False,8,Wednesday
A-754,3,2016-03-09 09:07:50,41.46747,-81.75909,Cleveland,OH,Scattered Clouds,62.1,10.0,False,False,9,Wednesday
A-755,2,2016-03-09 09:11:37,40.82645,-81.39675,Canton,OH,Mostly Cloudy,59.0,10.0,False,False,9,Wednesday
A-756,2,2016-03-09 10:17:46,40.82645,-81.39675,Canton,OH,Scattered Clouds,64.0,10.0,False,False,10,Wednesday
A-757,2,2016-03-09 11:55:51,39.05654000000001,-84.54283000000002,Covington,KY,Clear,69.1,10.0,False,False,11,Wednesday
A-758,3,2016-03-09 12:56:43,39.06272,-84.65728,Hebron,KY,Overcast,69.1,10.0,False,False,12,Wednesday
A-759,2,2016-03-09 13:15:39,39.03368,-84.59527,Erlanger,KY,Overcast,69.1,10.0,False,False,13,Wednesday
A-760,3,2016-03-09 14:06:37,40.02121,-82.99503,Columbus,OH,Mostly Cloudy,73.0,10.0,False,False,14,Wednesday
A-761,4,2016-03-09 14:49:46,39.866695,-84.9305,Richmond,IN,Overcast,64.4,10.0,False,False,14,Wednesday
A-762,3,2016-03-09 16:23:05,39.05654000000001,-84.54283000000002,Covington,KY,Light Rain,61.0,7.0,False,False,16,Wednesday
A-763,2,2016-03-09 16:23:05,39.03232,-84.59137,Erlanger,KY,Light Rain,60.1,3.0,False,False,16,Wednesday
A-764,2,2016-03-09 17:03:08,41.04058,-81.61256999999998,Barberton,OH,Mostly Cloudy,72.0,10.0,False,False,17,Wednesday
A-765,2,2016-03-09 23:01:59,40.98884,-83.64875,Findlay,OH,Light Rain,57.9,4.0,False,False,23,Wednesday
A-766,2,2016-03-10 05:03:07,39.95658,-83.37075,London,OH,Rain,55.4,7.0,False,False,5,Thursday
A-767,3,2016-03-10 05:29:17,39.89857,-83.72139,Springfield,OH,Overcast,55.4,7.0,False,False,5,Thursday
A-768,2,2016-03-10 05:43:14,39.896448,-83.72312099999998,Springfield,OH,Overcast,55.9,10.0,False,False,5,Thursday
A-769,2,2016-03-10 06:20:44,41.47965,-81.66758,Cleveland,OH,Light Rain,53.1,3.0,False,False,6,Thursday
A-770,2,2016-03-10 06:28:21,39.71548,-84.22033,Dayton,OH,Light Rain,59.0,10.0,False,False,6,Thursday
A-771,2,2016-03-10 06:55:43,40.0389,-85.71828000000002,Anderson,IN,Light Drizzle,55.4,2.0,False,False,6,Thursday
A-772,4,2016-03-10 07:16:55,41.17516,-81.23116999999998,Ravenna,OH,Rain,55.8,4.0,False,False,7,Thursday
A-773,4,2016-03-10 07:16:55,41.15107,-81.21375,Ravenna,OH,Rain,55.8,4.0,False,False,7,Thursday
A-774,2,2016-03-10 07:44:25,40.0389,-85.71828000000002,Anderson,IN,Light Drizzle,55.4,2.0,False,False,7,Thursday
A-775,3,2016-03-10 07:44:25,39.99336,-85.83861999999998,Pendleton,IN,Light Drizzle,55.4,2.0,False,False,7,Thursday
A-776,2,2016-03-10 07:55:41,40.46013,-80.19126,Coraopolis,PA,Light Rain,60.1,7.0,False,False,7,Thursday
A-777,3,2016-03-10 09:01:15,41.68976,-83.666,Toledo,OH,Drizzle,55.9,2.0,False,False,9,Thursday
A-778,2,2016-03-10 09:32:56,39.97326,-83.00690999999998,Columbus,OH,Mostly Cloudy,59.0,10.0,False,False,9,Thursday
A-779,2,2016-03-10 09:39:10,39.48572,-83.94191,Wilmington,OH,Overcast,59.0,10.0,False,False,9,Thursday
A-780,2,2016-03-10 09:46:49,39.83355,-85.99635,Indianapolis,IN,Overcast,57.2,3.0,False,False,9,Thursday
A-781,2,2016-03-10 10:50:37,39.79721,-85.97153,Indianapolis,IN,Overcast,57.2,2.5,False,True,10,Thursday
A-782,2,2016-03-10 11:38:35,39.98056,-83.11924,Columbus,OH,Light Rain,59.0,5.0,False,False,11,Thursday
A-783,2,2016-03-10 11:43:44,41.458,-83.62243000000002,Bowling Green,OH,Light Rain,57.9,1.5,False,False,11,Thursday
A-784,4,2016-03-10 11:53:49,39.905352,-82.995352,Columbus,OH,Overcast,60.8,10.0,False,False,11,Thursday
A-785,3,2016-03-10 12:44:56,39.99921,-83.02875,Columbus,OH,Light Rain,60.1,6.0,False,False,12,Thursday
A-786,4,2016-03-10 13:46:46,40.869049,-81.95845600000001,Wooster,OH,Light Rain,59.0,5.0,False,False,13,Thursday
A-787,4,2016-03-10 15:30:40,41.419021,-81.519515,Bedford,OH,Light Rain,46.9,0.2,False,False,15,Thursday
A-788,2,2016-03-10 16:30:03,39.34392,-84.39043000000002,West Chester,OH,Light Rain,62.1,4.0,False,False,16,Thursday
A-789,2,2016-03-10 16:30:03,39.9454,-82.60271,Millersport,OH,Light Rain,61.0,3.0,False,False,16,Thursday
A-790,4,2016-03-10 17:05:24,38.353957,-81.73513100000002,South Charleston,WV,Mostly Cloudy,77.0,10.0,False,False,17,Thursday
A-791,4,2016-03-10 17:05:24,38.354505,-81.731585,South Charleston,WV,Mostly Cloudy,77.0,10.0,False,False,17,Thursday
A-792,2,2016-03-10 17:12:43,41.501623,-81.479519,Cleveland,OH,Light Rain,51.8,0.2,True,False,17,Thursday
A-793,2,2016-03-10 17:28:43,39.86477,-83.99871,Medway,OH,Light Rain,59.0,2.0,False,False,17,Thursday
A-794,4,2016-03-10 17:35:03,38.737813,-85.250959,Madison,IN,Rain,62.1,2.0,False,False,17,Thursday
A-795,2,2016-03-10 18:08:20,40.00507,-83.1186,Columbus,OH,Rain,58.1,5.0,False,False,18,Thursday
A-796,2,2016-03-10 18:17:42,39.91978,-82.93149,Columbus,OH,Light Rain,58.5,5.0,True,False,18,Thursday
A-797,3,2016-03-10 18:29:42,39.09757000000001,-84.51666,Cincinnati,OH,Rain,60.1,4.0,True,False,18,Thursday
A-798,2,2016-03-10 19:23:41,41.07995,-81.50389,Akron,OH,Light Rain,57.0,5.0,False,False,19,Thursday
A-799,2,2016-03-10 20:12:58,41.63316,-83.54203000000003,Toledo,OH,Light Rain,48.9,1.8,False,False,20,Thursday
A-800,4,2016-03-10 22:39:31,39.82529,-83.03175999999998,Lockbourne,OH,Drizzle,53.4,10.0,False,False,22,Thursday
A-801,4,2016-03-10 22:39:31,39.83209,-82.99884,Lockbourne,OH,Drizzle,53.4,10.0,False,False,22,Thursday
A-802,4,2016-03-10 22:39:31,39.83208,-83.000447,Lockbourne,OH,Drizzle,53.4,10.0,False,True,22,Thursday
A-803,4,2016-03-11 05:04:37,38.416631,-84.861968,Owenton,KY,Overcast,52.0,10.0,False,False,5,Friday
A-804,2,2016-03-11 05:09:45,40.55549,-80.11634000000002,Sewickley,PA,Overcast,46.0,8.0,False,False,5,Friday
A-805,2,2016-03-11 06:07:54,39.17736,-84.4873,Cincinnati,OH,Overcast,48.9,8.0,False,False,6,Friday
A-806,2,2016-03-11 06:15:39,41.484589,-81.691778,Cleveland,OH,Overcast,37.9,10.0,True,False,6,Friday
A-807,2,2016-03-11 06:24:40,41.22734000000001,-81.62705,Richfield,OH,Overcast,37.9,10.0,False,False,6,Friday
A-808,2,2016-03-11 06:27:13,39.04695,-84.57498000000002,Ft Mitchell,KY,Overcast,46.4,7.0,False,False,6,Friday
A-809,2,2016-03-11 06:54:13,39.25595,-84.44287,Cincinnati,OH,Overcast,48.9,5.0,False,False,6,Friday
A-810,2,2016-03-11 07:40:49,39.8888,-82.88181999999998,Groveport,OH,Scattered Clouds,44.1,10.0,False,False,7,Friday
A-811,2,2016-03-11 08:35:14,39.74729,-84.21426,Dayton,OH,Overcast,45.0,7.0,False,False,8,Friday
A-812,2,2016-03-11 08:36:30,39.97415,-83.09486,Columbus,OH,Overcast,44.6,10.0,True,False,8,Friday
A-813,2,2016-03-11 09:12:48,39.08272,-84.52264,Covington,KY,Scattered Clouds,52.0,9.0,False,False,9,Friday
A-814,4,2016-03-11 09:42:39,39.949808,-83.02289300000002,Columbus,OH,Overcast,46.4,10.0,False,False,9,Friday
A-815,4,2016-03-11 09:42:39,39.95141,-83.0137,Columbus,OH,Overcast,45.0,10.0,False,False,9,Friday
A-816,2,2016-03-11 10:22:57,38.7056,-80.66107,Sutton,WV,Cloudy,50.0,10.0,False,False,10,Friday
A-817,2,2016-03-11 11:07:42,39.1479,-84.53929000000002,Cincinnati,OH,Mostly Cloudy,52.0,10.0,False,False,11,Friday
A-818,2,2016-03-11 11:40:38,41.7573,-83.48075,Erie,MI,Scattered Clouds,47.1,10.0,False,False,11,Friday
A-819,2,2016-03-11 11:55:01,39.98946,-85.9299,Noblesville,IN,Scattered Clouds,48.9,10.0,False,False,11,Friday
A-820,2,2016-03-11 15:40:18,39.98894,-83.025012,Columbus,OH,Mostly Cloudy,57.9,10.0,False,False,15,Friday
A-821,2,2016-03-11 16:21:04,41.110996,-80.82384,North Jackson,OH,Overcast,44.1,10.0,False,False,16,Friday
A-822,2,2016-03-11 16:23:42,41.68685900000001,-83.554005,Toledo,OH,Clear,47.5,10.0,False,False,16,Friday
A-823,2,2016-03-11 16:43:02,41.53907,-81.63354,Cleveland,OH,Scattered Clouds,37.0,10.0,False,False,16,Friday
A-824,2,2016-03-11 16:57:13,39.300562,-84.518869,Cincinnati,OH,Clear,59.0,10.0,True,False,16,Friday
A-825,4,2016-03-11 17:11:41,41.202543,-85.7011,Pierceton,IN,Clear,53.6,10.0,False,False,17,Friday
A-826,2,2016-03-11 17:19:44,39.19288,-84.47723,Cincinnati,OH,Clear,57.0,10.0,False,False,17,Friday
A-827,3,2016-03-11 17:21:03,40.07297,-83.1347,Dublin,OH,Clear,57.0,10.0,False,False,17,Friday
A-828,2,2016-03-11 17:43:40,39.140991,-84.483618,Cincinnati,OH,Clear,55.9,10.0,False,False,17,Friday
A-829,2,2016-03-11 17:46:19,41.121599,-80.789503,Youngstown,OH,Overcast,42.1,10.0,False,False,17,Friday
A-830,2,2016-03-11 18:48:40,41.31438,-81.51286,Macedonia,OH,Clear,39.7,10.0,False,False,18,Friday
A-831,4,2016-03-11 19:05:41,39.85922,-84.27762,Dayton,OH,Mostly Cloudy,48.9,10.0,False,False,19,Friday
A-832,2,2016-03-11 22:51:44,40.42005,-80.03531,Pittsburgh,PA,Clear,44.1,10.0,True,False,22,Friday
A-833,2,2016-03-11 22:51:44,39.9589,-82.98257,Columbus,OH,Mostly Cloudy,44.1,10.0,False,False,22,Friday
A-834,4,2016-03-12 01:38:49,39.89087,-83.85382,Springfield,OH,Clear,37.9,5.0,True,False,1,Saturday
A-835,4,2016-03-12 02:02:16,39.89862,-83.85353,Springfield,OH,Clear,37.9,5.0,False,False,2,Saturday
A-836,4,2016-03-12 08:17:50,40.03938,-83.050567,Columbus,OH,Clear,43.0,7.0,False,False,8,Saturday
A-837,3,2016-03-12 08:15:13,41.41218,-81.61371,Cleveland,OH,Fog,35.1,0.2,False,False,8,Saturday
A-838,3,2016-03-12 10:47:40,38.306159,-80.833765,Summersville,WV,Cloudy,57.0,10.0,False,True,10,Saturday
A-839,2,2016-03-12 12:36:17,40.104,-82.94154,Columbus,OH,Overcast,63.0,10.0,False,False,12,Saturday
A-840,3,2016-03-12 15:28:41,38.24178,-85.62212,Louisville,KY,Mostly Cloudy,73.9,10.0,False,False,15,Saturday
A-841,3,2016-03-13 07:03:57,41.55264,-81.60032,Cleveland,OH,Light Rain,48.0,10.0,False,False,7,Sunday
A-842,3,2016-03-13 07:05:15,39.99226,-82.98517,Columbus,OH,Light Rain,50.0,10.0,False,False,7,Sunday
A-843,3,2016-03-13 08:15:43,38.31553,-85.58313000000003,Prospect,KY,Overcast,62.1,8.0,False,False,8,Sunday
A-844,4,2016-03-13 08:14:24,38.400331,-85.371049,La Grange,KY,Overcast,62.1,8.0,False,False,8,Sunday
A-845,3,2016-03-13 08:15:43,38.31251,-85.57741999999998,Louisville,KY,Overcast,62.1,8.0,False,False,8,Sunday
A-846,4,2016-03-13 11:56:06,38.400331,-85.371049,La Grange,KY,Light Rain,63.0,5.0,False,False,11,Sunday
A-847,4,2016-03-13 17:04:48,39.88938,-82.88316,Groveport,OH,Rain,56.1,4.0,False,False,17,Sunday
A-848,4,2016-03-13 19:01:07,38.15873,-80.90504,Mount Lookout,WV,Overcast,61.0,10.0,False,False,19,Sunday
A-849,2,2016-03-14 05:02:46,39.9745,-83.09654,Columbus,OH,Overcast,56.7,10.0,False,False,5,Monday
A-850,2,2016-03-14 06:56:42,41.47487,-81.72095,Cleveland,OH,Overcast,57.0,4.0,False,False,6,Monday
A-851,2,2016-03-14 07:41:00,39.26931,-84.4307,Cincinnati,OH,Fog,51.1,0.2,False,True,7,Monday
A-852,2,2016-03-14 08:18:40,38.2201,-85.82223,Louisville,KY,Mostly Cloudy,59.0,10.0,False,False,8,Monday
A-853,3,2016-03-14 08:35:39,41.48339,-81.66297,Cleveland,OH,Overcast,59.0,5.0,False,False,8,Monday
A-854,2,2016-03-14 08:44:39,39.16161,-84.51375,Cincinnati,OH,Overcast,52.0,7.0,True,False,8,Monday
A-855,4,2016-03-14 09:17:17,41.42734,-82.08322,Sheffield Lake,OH,Overcast,59.0,10.0,False,False,9,Monday
A-856,2,2016-03-14 12:32:51,41.52631,-83.62123000000003,Perrysburg,OH,Haze,61.0,6.0,False,False,12,Monday
A-857,3,2016-03-14 12:51:14,39.91732,-83.012335,Columbus,OH,Scattered Clouds,66.2,10.0,False,False,12,Monday
A-858,2,2016-03-14 13:29:41,41.60867,-81.48891,Euclid,OH,Mostly Cloudy,68.0,15.0,False,False,13,Monday
A-859,2,2016-03-14 13:51:58,41.20554,-85.17116,Fort Wayne,IN,Overcast,60.1,10.0,False,False,13,Monday
A-860,2,2016-03-14 14:46:21,41.507189,-81.67124,Cleveland,OH,Mostly Cloudy,71.1,10.0,True,False,14,Monday
A-861,2,2016-03-14 15:07:41,39.97415,-83.09486,Columbus,OH,Thunderstorms and Rain,66.2,7.0,True,False,15,Monday
A-862,2,2016-03-14 17:07:35,39.97043,-83.01961999999997,Columbus,OH,Light Rain,57.9,10.0,False,False,17,Monday
A-863,2,2016-03-14 17:28:43,39.93849,-82.84849,Columbus,OH,Mostly Cloudy,60.1,10.0,False,False,17,Monday
